id,count
0,84.84048077561192
1,240.18114408403918
2,80.16965062484992
4,29.97172883780707
5,43.25172719666384
10,120.51369498132013
11,172.28974533679332
12,305.1233526595418
15,28.078673851910988
17,103.77672843550786
18,293.3800266054012
23,247.43420929490878
25,113.75168935529987
26,38.94328484143313
31,239.14833188523923
39,152.88202473725553
40,24.50510390937875
41,209.7289467575439
42,309.7324618157044
43,159.97030090731724
51,220.26279049621274
52,73.49502445932612
54,18.331169824478383
60,137.27543952235226
61,145.14875403996362
62,109.39823693593273
63,24.345750157822305
65,116.0333311505445
66,106.40675069778325
68,147.755643172658
71,83.73293593979074
80,24.704423584398167
82,61.79500591058134
94,129.78333101500348
98,265.78889831973146
101,26.990032086131567
102,128.70296904135404
107,80.91843327708503
112,212.9281933922012
113,70.68658304710907
115,61.04388147552858
116,119.19832285856006
120,160.11390175099163
121,81.41901871720468
122,297.8484993175673
132,192.24675280581926
143,74.19225108883461
147,62.15785113880877
150,18.98095495425145
151,85.36541544766675
152,243.57759594678214
153,84.6458360117442
155,153.0749810823113
156,54.525016852383864
159,190.57749361134
161,159.89423908494098
163,39.720970460327955
177,177.06720766592443
186,18.36136467157987
188,18.301785558186744
190,92.52352955063671
191,87.8599045985132
192,267.13815774324246
195,291.0526675673671
200,153.7739081735978
209,294.72135724405524
210,17.64491231140599
211,213.97855419884942
214,146.36359160812424
215,24.62113457730597
218,102.02036759413328
219,37.84495114142168
222,160.2256373004105
225,17.90678622293507
228,300.6909745283736
236,204.22605186157045
241,30.978408601923668
242,171.46767767081843
243,221.85304051034637
245,17.96798032599065
247,274.456877904474
251,127.41118041350873
252,88.7521906442208
253,84.69778536927143
254,87.97662472081292
258,290.6169602844636
260,61.2565464115627
261,172.54297622762783
265,87.97256214096309
266,278.2674789300915
267,285.50289974465574
269,168.9260467980987
270,62.171838208717986
275,100.70240752995642
278,39.74856280570399
279,85.10006366411115
286,94.15225718844019
287,25.00396306969327
288,202.37415780712982
289,153.31471660425768
293,18.562569096734684
294,159.4900198446101
297,48.911455481667936
302,107.51203643075745
303,64.8722498830414
304,43.236903180100704
307,100.38058919144056
309,17.872373922977463
311,178.20328695644176
312,132.18956232444418
314,194.41361079595424
315,222.334466147392
319,178.20015478362913
322,112.43986767462847
323,62.32477330226338
325,122.91907782370683
327,268.26766707800215
330,38.82251449323991
332,200.28699834926636
333,18.562569096734684
338,100.71628750837048
341,102.38877367510045
345,220.8049286608795
348,128.9134063809644
349,40.00132847324929
350,118.27032557295068
352,61.325910517453785
355,16.037465268512243
356,195.20238693323773
358,61.44998290003001
363,124.76525589704936
369,166.7630816333557
371,19.036796224092722
372,141.1586829843266
375,291.7858729529841
380,124.31014050136774
388,39.64559291223722
391,131.21514487504342
392,274.66020846968684
393,307.43425564530645
394,173.9439100419897
396,24.61785846065776
401,29.87870968112044
407,88.56059641231212
409,86.10724867605687
410,111.00707746050391
416,119.7071775823915
418,119.21878997521512
420,159.71294331170535
